"funcao","kind","language","return_type","complexidade"
"ns.criar_solicitacao(colaborador uuid, empresa_colaborador uuid, tenant_colaborador bigint, solicitante character varying, comentario text, rascunho boolean, conteudo json, tipo character varying, _filaorigem uuid, _filadestino uuid, usuariodestino character varying)","FUNCTION","plpgsql","uuid","Baixa"
"ns.criar_solicitacao(colaborador uuid, empresa_colaborador uuid, tenant_colaborador bigint, solicitante character varying, comentario text, rascunho boolean, conteudo json, tipo character varying, _filaorigem uuid, _filadestino uuid)","FUNCTION","plpgsql","uuid","Baixa"
"ns.criarcadastros(id uuid, tipo_id integer)","FUNCTION","plpgsql","void","Baixa"
"ns.criarconfiguracaocontabilizacao()","FUNCTION","plpgsql","void","Baixa"
"ns.criarempresa(a_empresa uuid, a_criaestabelecimento boolean DEFAULT false)","FUNCTION","plpgsql","void","Baixa"
"ns.criarestabelecimento(estabelecimento uuid)","FUNCTION","plpgsql","void","Baixa"
"ns.criarexercicioempresa(id uuid, ano integer)","FUNCTION","plpgsql","void","Baixa"
"ns.criarexercicioempresa_ns(empresa uuid, ano integer)","FUNCTION","plpgsql","void","Baixa"
"ns.criargrupoempresarial(grupo uuid)","FUNCTION","plpgsql","void","Baixa"
"ns.criargruposcontabilizacao()","FUNCTION","plpgsql","void","Baixa"
"ns.criarlancamentospadraocontabilizacao(configuracao_id uuid)","FUNCTION","plpgsql","void","Baixa"
"ns.criausuario_conversaocontroller(a_login character varying, a_nome character varying)","FUNCTION","plpgsql","uuid","Baixa"
"ns.despreencher_docfis(a_docfis uuid)","FUNCTION","plpgsql","void","Baixa"
"ns.enderecoexcluir(a_objeto ns.tenderecoexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.envia_solicitacao_broker(r ns.solicitacoes)","FUNCTION","plpgsql","void","Baixa"
"ns.erro_exclusao_pessoa(acliente uuid)","FUNCTION","plpgsql","varchar","Baixa"
"ns.exists_index(a_schema text, a_indexname text)","FUNCTION","plpgsql","bool","Baixa"
"ns.explode_xml_docengine(a_docfis uuid)","FUNCTION","plpgsql","void","Baixa"
"ns.explode_xml_docengine_enderecos(a_xml xml, a_docfis uuid, a_tipo_emitente smallint, a_tipo_receptor smallint)","FUNCTION","plpgsql","record","Baixa"
"ns.explode_xml_docengine_fretes(a_xml xml, a_docfis uuid)","FUNCTION","plpgsql","void","Baixa"
"ns.fnc_criarcadastros(id bigint)","FUNCTION","plpgsql","void","Baixa"
"ns.fnc_criardipjformulas()","FUNCTION","plpgsql","trigger","Baixa"
"ns.gerasearchftspessoas(_id uuid, _tenant bigint)","FUNCTION","plpgsql","tsvector","Baixa"
"ns.gerasearchftspessoas(_id uuid)","FUNCTION","plpgsql","tsvector","Baixa"
"ns.get_build_version()","FUNCTION","plpgsql","varchar","Baixa"
"ns.get_configuracao(a_aplicacao smallint, a_campo integer, a_valordefault text DEFAULT NULL::text, a_usuario uuid DEFAULT '00000000-0000-0000-0000-000000000000'::uuid, a_empresa uuid DEFAULT '00000000-0000-0000-0000-000000000000'::uuid, a_estabelecimento uuid DEFAULT '00000000-0000-0000-0000-000000000000'::uuid)","FUNCTION","plpgsql","text","Baixa"
"ns.get_db_version()","FUNCTION","plpgsql","varchar","Baixa"
"ns.get_grupoempresarial_by_estabelecimento(a_estabelecimento uuid)","FUNCTION","plpgsql","uuid","Baixa"
"ns.get_info_nota_docengine(a_xml xml)","FUNCTION","plpgsql","tipo_dados_docengine","Baixa"
"ns.get_info_nota_docfis(a_nota uuid)","FUNCTION","plpgsql","tipo_dados_docengine","Baixa"
"ns.get_info_nota_importacao(a_nota uuid)","FUNCTION","plpgsql","tipo_dados_docengine","Baixa"
"ns.get_proximo_numero(a_nome_tabela character varying, a_alias_tabela character varying, a_nome_coluna character varying, a_where character varying DEFAULT ''::character varying, a_numero_inicial bigint DEFAULT 1)","FUNCTION","plpgsql","varchar","Baixa"
"ns.get_serie(a_estabelecimento uuid, a_tiposerie integer)","FUNCTION","plpgsql","series","Baixa"
"ns.get_seriepadrao_proximonumero(a_tenant bigint, a_estabelecimento uuid, a_tiposerie integer)","FUNCTION","plpgsql","int4","Baixa"
"ns.get_texto_com_quebra_de_linha(a_texto character varying, a_tamanho_linha integer, a_caracter_quebra character)","FUNCTION","plpgsql","varchar","Baixa"
"ns.getproximonumeroseriedoc(a_tipodoc integer, a_serie text, a_estabelecimento uuid)","FUNCTION","plpgsql","int8","Baixa"
"ns.grupodeusuario_inserepermissao(a_grupodeusuario uuid, a_tiporegistro integer, a_registro uuid)","FUNCTION","plpgsql","void","Baixa"
"ns.grupodeusuariotempermissao(a_grupodeusuario uuid, a_tiporegistro integer, a_registro uuid)","FUNCTION","plpgsql","bool","Baixa"
"ns.has_attribute(udtschema character varying, udtname character varying, attributename character varying)","FUNCTION","plpgsql","bool","Baixa"
"ns.has_column(schemaname character varying, tablename character varying, columnname character varying)","FUNCTION","plpgsql","bool","Baixa"
"ns.imp_calcula_irrf_retencao(a_data date, a_basetotal numeric, a_emitente uuid, a_destinatario uuid, a_cfop uuid DEFAULT NULL::uuid, a_servico uuid DEFAULT NULL::uuid)","FUNCTION","plpgsql","numeric","Baixa"
"ns.imp_calcula_irrf_retencao(a_data date, a_basetotal numeric, a_emitente uuid, a_destinatario uuid, a_cfop uuid DEFAULT NULL::uuid, a_servico uuid DEFAULT NULL::uuid, a_aplicarregravalorminimo boolean DEFAULT true)","FUNCTION","plpgsql","numeric","Baixa"
"ns.importacaocontroller_cliente(a_estabelecimento uuid, a_linha text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.importacaocontroller_cliente(a_estabelecimento uuid, a_linha text, a_tablog character varying)","FUNCTION","plpgsql","uuid","Baixa"
"ns.importacaocontroller_contato(a_pessoa uuid, a_linha text)","FUNCTION","plpgsql","void","Baixa"
"ns.importacaocontroller_documento(a_estabelecimento uuid, a_operacao uuid, a_pessoa uuid, a_linha text, a_tablog character varying)","FUNCTION","plpgsql","uuid","Baixa"
"ns.importacaocontroller_documento_existe(a_estabelecimento uuid, a_operacao uuid, a_linha text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.importacaocontroller_documento_item(a_estabelecimento uuid, a_pedido uuid, a_linha text, a_tablog character varying)","FUNCTION","plpgsql","uuid","Baixa"
"ns.importacaocontroller_documento_pagamento(a_pessoa uuid, a_formapag uuid, a_conta uuid, a_docfis uuid)","FUNCTION","plpgsql","uuid","Baixa"
"ns.importacaocontroller_documento_parcela(a_pagamento uuid, a_docfis uuid, a_linha text)","FUNCTION","plpgsql","void","Baixa"
"ns.importacaocontroller_fornecedor(a_estabelecimento uuid, a_linha text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.importacaocontroller_telefone(a_pessoa uuid, a_linha text)","FUNCTION","plpgsql","void","Baixa"
"ns.importacaocontroller_tratavalor(a_valor character varying)","FUNCTION","plpgsql","numeric","Baixa"
"ns.importacaodocumentos_buscaidpessoa(a_estabelecimento uuid, a_documento character varying)","FUNCTION","plpgsql","uuid","Baixa"
"ns.importacaodocumentos_resolvependencia(a_nota uuid)","FUNCTION","plpgsql","void","Baixa"
"ns.importacaodocumentos_resolvependencia_pessoa(a_nota uuid, a_tipopes integer, a_xml xml)","FUNCTION","plpgsql","void","Baixa"
"ns.importacaodocumentos_verifica_itemsemproduto(a_codigo_item character varying, a_estabelecimento uuid)","FUNCTION","plpgsql","void","Baixa"
"ns.inc_day(a_data date, a_days integer)","FUNCTION","plpgsql","date","Baixa"
"ns.inc_month(a_data date, a_months integer)","FUNCTION","plpgsql","date","Baixa"
"ns.inc_year(a_data date, a_years integer)","FUNCTION","plpgsql","date","Baixa"
"ns.isuuid(a_uuid text)","FUNCTION","plpgsql","bool","Baixa"
"ns.isuuidnull(a_id uuid)","FUNCTION","plpgsql","bool","Baixa"
"ns.isuuidnull(a_id text)","FUNCTION","plpgsql","bool","Baixa"
"ns.isvaliddate(a_data character varying, a_formato character varying DEFAULT 'YYYY-MM-DD'::character varying)","FUNCTION","plpgsql","bool","Baixa"
"ns.limpacnpjcpf(texto character varying)","FUNCTION","plpgsql","varchar","Baixa"
"ns.obterproximonumerosequencianumerica(a_tenant bigint, a_nomesequencia character varying)","FUNCTION","plpgsql","int8","Baixa"
"ns.parser_nfe_modelo_int_to_srt(a_modelo text)","FUNCTION","plpgsql","int2","Baixa"
"ns.parser_nfe_modelo_int_to_str(a_modelo smallint)","FUNCTION","plpgsql","text","Baixa"
"ns.parser_nfe_modelo_str_to_int(a_modelo text)","FUNCTION","plpgsql","int2","Baixa"
"ns.pendencias_delete(a_gdpendencia uuid)","FUNCTION","sql","void","Baixa"
"ns.pendencias_getall()","FUNCTION","sql","pendencias","Baixa"
"ns.pendencias_getbycod(a_gdpendencia uuid)","FUNCTION","sql","pendencias","Baixa"
"ns.pendencias_save(a_gdsolicitacao uuid, a_gdempresa uuid, a_sistatuspendencia smallint, a_gdpendencia uuid, a_strdescricao character)","FUNCTION","plpgsql","void","Baixa"
"ns.periodo_bloqueado(a_estabelecimento uuid, a_sistema integer, a_grupo integer, a_data date, a_entidade uuid DEFAULT NULL::uuid, a_padrao boolean DEFAULT true)","FUNCTION","plpgsql","bool","Baixa"
"ns.periodo_bloqueado(a_empresa uuid, a_sistema integer, a_grupo integer, a_ano integer, a_mes integer)","FUNCTION","plpgsql","bool","Baixa"
"ns.process_documentospendentesgedconcorrencia()","FUNCTION","plpgsql","trigger","Baixa"
"ns.process_elementosdecontrole()","FUNCTION","plpgsql","trigger","Baixa"
"ns.processar_xml(a_xml text, a_usuario uuid DEFAULT NULL::uuid)","FUNCTION","plpgsql","record","Baixa"
"ns.processoposrestore()","FUNCTION","plpgsql","void","Baixa"
"ns.proximo_numero_docfis(a_id_estabelecimento uuid, a_id_operacao uuid, a_tenant integer)","FUNCTION","plpgsql","int8","Baixa"
"ns.proximo_numero_docfis(a_id_estabelecimento uuid, a_id_operacao uuid)","FUNCTION","plpgsql","int8","Baixa"
"ns.public_get_with_mask_cpf_cnpj(a_documento character varying)","FUNCTION","plpgsql","text","Baixa"
"ns.public_limitedecredito_get_possuisaldo(a_pessoa uuid, a_estabelecimento uuid, a_valor numeric)","FUNCTION","plpgsql","bool","Baixa"
"ns.public_limitedecredito_get_saldoatual(a_pessoa uuid, a_estabelecimento uuid)","FUNCTION","plpgsql","numeric","Baixa"
"ns.public_limitedecredito_get_usuario_tem_acesso(a_grupoempresarial uuid, a_usuario uuid)","FUNCTION","plpgsql","bool","Baixa"
"ns.rastrosprocessamento()","FUNCTION","plpgsql","trigger","Baixa"
"ns.recusar_solicitacao(_solicitacao uuid, solicitante character varying, comentario text, fila_destino uuid)","FUNCTION","plpgsql","void","Baixa"
"ns.sem_acentos(character varying)","FUNCTION","sql","varchar","Baixa"
"ns.serie_sub_serie()","FUNCTION","plpgsql","trigger","Baixa"
"ns.sessao_modo_padrao_ativado()","FUNCTION","plpgsql","bool","Baixa"
"ns.solicitacao_finalizar(_solicitacao uuid, solicitante character varying, comentario text)","FUNCTION","plpgsql","void","Baixa"
"ns.solicitacao_getbycod(a_gdsolicitacao uuid)","FUNCTION","sql","solicitacoes","Baixa"
"ns.solicitacao_save(a_gdsolicitacao uuid, a_strconteudo text, a_cstatus integer, a_strfuncionarionome character, a_strfuncionariocodigo character, a_strfuncionariodepartamento character, a_strfuncionariocargo character, a_strfuncionarioemail character, a_strfuncionariofoto character, a_gdempresa uuid, a_ctipo character, a_brascunho boolean)","FUNCTION","plpgsql","void","Baixa"
"ns.sync_save(a_idsync bigint, a_strarquivo character, a_idtenant bigint, a_slstatus smallint, a_dttsync timestamp without time zone)","FUNCTION","plpgsql","void","Baixa"
"ns.synclogs_save(a_idlog bigint, a_strconteudo character, a_dttcriacao timestamp without time zone, a_strexception character, a_sltipo smallint)","FUNCTION","plpgsql","void","Baixa"
"ns.trg_contabilizar_docfis()","FUNCTION","plpgsql","trigger","Baixa"
"ns.trigger_solicitacao()","FUNCTION","plpgsql","trigger","Baixa"
"ns.usuarios_atualizacao()","FUNCTION","plpgsql","trigger","Baixa"
"ns.usuarios_criacao()","FUNCTION","plpgsql","trigger","Baixa"
"ns.usuarios_exclusao()","FUNCTION","plpgsql","trigger","Baixa"
"ns.validar_conjunto_acessoestabelecimento(a_conjunto uuid, a_estabelecimento uuid)","FUNCTION","plpgsql","bool","Baixa"
"ns.validar_notasimportadas_documentos(a_documentoestab character varying, a_notaimportada uuid, a_xml xml)","FUNCTION","plpgsql","void","Baixa"
"ns.validar_notasimportadas_pessoas(a_tipopes integer, a_notaimportada uuid, a_xml xml)","FUNCTION","plpgsql","bool","Baixa"
"ns.xml_extract_value(a_dir character varying, a_xml xml, a_format_currency boolean DEFAULT false)","FUNCTION","plpgsql","text","Baixa"
"nsview.private_remove_old_fields_elemento_de_controle(a_register uuid)","FUNCTION","plpgsql","void","Baixa"
"nsview.public_make_nsview_with_elemento_de_controle(a_register uuid, a_mode integer)","FUNCTION","plpgsql","void","Baixa"
"nsview.public_new_field_nsview(a_nsview character varying, a_field_label character varying, a_field_comment character varying, a_datatype character varying, a_script text)","FUNCTION","plpgsql","void","Baixa"
"nsview.public_publish_add(a_sistema integer, a_modulo integer, a_nsview character varying, a_add character varying)","FUNCTION","plpgsql","void","Baixa"
"nsview.public_publish_visao(a_add character varying, a_visao character varying, a_columns json, a_filtros json)","FUNCTION","plpgsql","void","Baixa"
"nsview.public_register_label(a_nsview character varying, a_label character varying, a_comment character varying)","FUNCTION","plpgsql","void","Baixa"
"nsview.public_unregister_nsview(a_nsview character varying, a_sistema integer, a_modulo integer)","FUNCTION","plpgsql","void","Baixa"
"pcp.api_custos_codigocadastrado(a_procurado text, OUT a_encontrado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"pcp.api_custos_validacao(a_codigo character varying, a_descricao character varying, a_unidade uuid, a_tipocalculo smallint, a_tipovalor smallint, a_valor numeric, a_percentual numeric, OUT a_validado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"pcp.api_custosalterar(a_objeto pcp.tcustosalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_custosvalores_validacao(a_custo uuid, a_idchave uuid, a_valor numeric, a_percentual numeric, OUT a_validado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"pcp.api_custosvaloresexcluir(a_objeto pcp.tcustosvaloresexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_motivospausas_codigocadastrado(a_procurado text, OUT a_encontrado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"pcp.api_motivospausas_validacao(a_codigo character varying, a_descricao character varying, OUT a_validado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"pcp.api_motivospausasalterar(a_objeto pcp.tmotivospausasalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_motivospausasemail_emailcadastrado(a_motivopausa uuid, a_procurado text, OUT a_encontrado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"pcp.api_motivospausasemail_validacao(a_email character varying, OUT a_validado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"pcp.api_motivospausasemailalterar(a_objeto pcp.tmotivospausasemailalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_motivospausasemailexcluir(a_objeto pcp.tmotivospausasemailexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_motivospausasemailnovo(a_objeto pcp.tmotivospausasemailnovo)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_motivospausasexcluir(a_objeto pcp.tmotivospausasexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_motivospausasnovo(a_objeto pcp.tmotivospausasnovo)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_recursos_codigo_unique(a_objeto pcp.trecursos_codigo_unique)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_recursos_codigocadastrado(a_procurado text, OUT a_encontrado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"pcp.api_recursos_validacao(a_codigo character varying, a_descricao character varying, OUT a_validado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"pcp.api_recursosalterar(a_objeto pcp.trecursosalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_recursoscustos_custo_unique(a_objeto pcp.trecursoscustos_custo_unique)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_recursoscustos_custocadastrado(a_recurso uuid, a_custo uuid, OUT a_encontrado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"pcp.api_recursoscustos_validacao(a_custo uuid, OUT a_validado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"pcp.api_recursoscustosalterar(a_objeto pcp.trecursoscustosalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_recursoscustosexcluir(a_objeto pcp.trecursoscustosexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_recursoscustosnovo(a_objeto pcp.trecursoscustosnovo)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_recursosexcluir(a_objeto pcp.trecursosexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_recursosnovo(a_objeto pcp.trecursosnovo)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_setores_codigo_unique(a_objeto pcp.tsetores_codigo_unique)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_setores_codigocadastrado(a_procurado text, a_tenant bigint, OUT a_encontrado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"pcp.api_setores_validacao(a_codigo character varying, a_descricao character varying, OUT a_validado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"pcp.api_setoresalterar(a_objeto pcp.tsetoresalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_setoresexcluir(a_objeto pcp.tsetoresexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_setoresnovo(a_objeto pcp.tsetoresnovo)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_tiposhoras_codigo_unique(a_objeto pcp.ttiposhoras_codigo_unique)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_tiposhoras_codigocadastrado(a_procurado text, OUT a_encontrado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"pcp.api_tiposhoras_validacao(a_codigo character varying, a_descricao character varying, a_tipo smallint, OUT a_validado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"pcp.api_tiposhorasalterar(a_objeto pcp.ttiposhorasalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_tiposhorasexcluir(a_objeto pcp.ttiposhorasexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_tiposhorasnovo(a_objeto pcp.ttiposhorasnovo)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_tiposinspecoesalterar(a_objeto pcp.ttiposinspecoesalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_tiposinspecoesexcluir(a_objeto pcp.ttiposinspecoesexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"pcp.api_tiposinspecoesnovo(a_objeto pcp.ttiposinspecoesnovo)","FUNCTION","plpgsql","trecibo","Baixa"
"pedidos.api_agendamentoalterar(a_objeto pedidos.tagendamentoalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"pedidos.api_agendamentoalterarestoque(a_objeto pedidos.tagendamentoalterarestoque)","FUNCTION","plpgsql","trecibo","Baixa"
"pedidos.api_agendamentocancelar(a_objeto pedidos.tagendamentocancelar)","FUNCTION","plpgsql","trecibo","Baixa"
"pedidos.api_agendamentoexcluir(a_objeto pedidos.tagendamentoexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"pedidos.api_agendamentofollowupalterar(a_objeto pedidos.tagendamentofollowupalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"pedidos.api_agendamentofollowupalterarestoque(a_objeto pedidos.tagendamentofollowupalterarestoque)","FUNCTION","plpgsql","trecibo","Baixa"
"pedidos.api_agendamentofollowupexcluir(a_objeto pedidos.tagendamentofollowupexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"pedidos.api_agendamentofollowupnovo(a_objeto pedidos.tagendamentofollowupnovo)","FUNCTION","plpgsql","trecibo","Baixa"
"pedidos.api_agendamentofollowupnovoestoque(a_objeto pedidos.tagendamentofollowupnovoestoque)","FUNCTION","plpgsql","trecibo","Baixa"
"pedidos.api_agendamentonovo(a_objeto pedidos.tagendamentonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"pedidos.api_agendamentonovoestoque(a_objeto pedidos.tagendamentonovoestoque)","FUNCTION","plpgsql","trecibo","Baixa"
